RA,Genero,Fase,Defasagem,Pedra,IAN,IDA,IEG,IAA,IPS,IPV,INDE,IPP,AnoRef
178,Feminino,5,0,Ametista,10.0,4.166666666666667,8.739177489333334,9.585,6.26,6.53,7.234168831200001,7.625,2024
1172,Feminino,5,-1,Quartzo,5.0,3.3333333333333335,6.0634920633333325,7.5,6.26,6.196,5.719565079333334,8.59375,2024
1172,Feminino,5,-1,Quartzo,5.0,3.3333333333333335,6.0634920633333325,7.5,6.26,6.196,5.719565079333334,7.25,2024
180,Masculino,5,2,Topázio,10.0,8.5,9.431818181666666,9.168,7.51,8.674,8.801463636333335,8.5520833334,2024
180,Masculino,5,2,Topázio,10.0,8.5,9.431818181666666,9.168,7.51,8.674,8.801463636333335,8.4375,2024
180,Masculino,5,2,Topázio,10.0,8.5,9.431818181666666,9.168,7.51,8.674,8.801463636333335,8.125,2024
181,Feminino,5,0,Ametista,10.0,4.333333333333333,8.737373737333334,7.5,6.26,8.436,7.439841414133334,8.1875,2024
181,Feminino,5,0,Ametista,10.0,4.333333333333333,8.737373737333334,7.5,6.26,8.436,7.439841414133334,7.96875,2024
181,Feminino,5,0,Ametista,10.0,4.333333333333333,8.737373737333334,7.5,6.26,8.436,7.439841414133334,7.625,2024
121,Feminino,5,-2,Ametista,5.0,8.833333333333334,8.152958153,8.751,6.26,6.764,7.476158297266668,7.5,2024
121,Feminino,5,-2,Ametista,5.0,8.833333333333334,8.152958153,8.751,6.26,6.764,7.476158297266668,7.34375,2024
121,Feminino,5,-2,Ametista,5.0,8.833333333333334,8.152958153,8.751,6.26,6.764,7.476158297266668,7.25,2024
211,Masculino,5,0,Topázio,10.0,7.0,9.379509379666667,9.585,7.51,7.866,8.283601875933334,8.1979166666,2024
211,Masculino,5,0,Topázio,10.0,7.0,9.379509379666667,9.585,7.51,7.866,8.283601875933334,7.65625,2024
211,Masculino,5,0,Topázio,10.0,7.0,9.379509379666667,9.585,7.51,7.866,8.283601875933334,7.25,2024
1198,Feminino,5,-1,Ágata,5.0,3.5,9.458874459,8.751,7.51,7.332,6.9217748918,7.5,2024
1198,Feminino,5,-1,Ágata,5.0,3.5,9.458874459,8.751,7.51,7.332,6.9217748918,7.375,2024
110,Masculino,5,0,Topázio,10.0,8.5,9.696969697,9.168,6.255,8.504,8.6324939394,8.34375,2024
110,Masculino,5,0,Topázio,10.0,8.5,9.696969697,9.168,6.255,8.504,8.6324939394,8.75,2024
110,Masculino,5,0,Topázio,10.0,8.5,9.696969697,9.168,6.255,8.504,8.6324939394,7.5,2024
189,Masculino,5,0,Topázio,10.0,8.166666666666666,10.0,10.002,6.255,8.2,8.586533333333334,7.875,2024
189,Masculino,5,0,Topázio,10.0,8.166666666666666,10.0,10.002,6.255,8.2,8.586533333333334,8.28125,2024
189,Masculino,5,0,Topázio,10.0,8.166666666666666,10.0,10.002,6.255,8.2,8.586533333333334,6.875,2024
127,Feminino,5,0,Topázio,10.0,7.833333333333333,9.488636363666666,8.751,7.51,8.538,8.5605939394,8.1041666666,2024
127,Feminino,5,0,Topázio,10.0,7.833333333333333,9.488636363666666,8.751,7.51,8.538,8.5605939394,8.4375,2024
127,Feminino,5,0,Topázio,10.0,7.833333333333333,9.488636363666666,8.751,7.51,8.538,8.5605939394,7.625,2024
115,Feminino,5,-2,Quartzo,5.0,4.166666666666667,4.164756812,7.917,6.26,5.726,5.404184695733334,6.55,2024
115,Feminino,5,-2,Quartzo,5.0,4.166666666666667,4.164756812,7.917,6.26,5.726,5.404184695733334,7.34375,2024
115,Feminino,5,-2,Quartzo,5.0,4.166666666666667,4.164756812,7.917,6.26,5.726,5.404184695733334,6.75,2024
215,Feminino,5,0,Ametista,10.0,5.666666666666667,6.455627705333334,7.084,6.26,7.432,7.045258874400002,7.4270833334,2024
215,Feminino,5,0,Ametista,10.0,5.666666666666667,6.455627705333334,7.084,6.26,7.432,7.045258874400002,7.96875,2024
215,Feminino,5,0,Ametista,10.0,5.666666666666667,6.455627705333334,7.084,6.26,7.432,7.045258874400002,8.0,2024
1598,Feminino,5,0,Topázio,10.0,7.5,8.857142857,9.585,7.51,8.236,8.4656285714,8.375,2024
1174,Feminino,5,0,Ametista,10.0,5.0,8.349567099333333,8.751,6.26,7.266,7.374213419866667,8.90625,2024
1174,Feminino,5,0,Ametista,10.0,5.0,8.349567099333333,8.751,6.26,7.266,7.374213419866667,7.5,2024
192,Masculino,5,-2,Ágata,5.0,7.166666666666667,6.363636363666667,8.334,7.51,6.9,6.882960606066668,5.8895833334,2024
192,Masculino,5,-2,Ágata,5.0,7.166666666666667,6.363636363666667,8.334,7.51,6.9,6.882960606066668,7.1875,2024
192,Masculino,5,-2,Ágata,5.0,7.166666666666667,6.363636363666667,8.334,7.51,6.9,6.882960606066668,7.125,2024
220,Feminino,5,0,Ametista,10.0,6.833333333333333,8.198051948,8.751,6.26,7.332,7.6987770562666675,7.46875,2024
220,Feminino,5,0,Ametista,10.0,6.833333333333333,8.198051948,8.751,6.26,7.332,7.6987770562666675,7.1875,2024
220,Feminino,5,0,Ametista,10.0,6.833333333333333,8.198051948,8.751,6.26,7.332,7.6987770562666675,7.25,2024
186,Feminino,5,1,Topázio,10.0,7.166666666666667,9.640151515,7.917,6.26,8.672,8.325963636333334,7.8125,2024
186,Feminino,5,1,Topázio,10.0,7.166666666666667,9.640151515,7.917,6.26,8.672,8.325963636333334,7.96875,2024
186,Feminino,5,1,Topázio,10.0,7.166666666666667,9.640151515,7.917,6.26,8.672,8.325963636333334,8.125,2024
1181,Feminino,5,0,Ágata,10.0,3.8333333333333335,5.036075036,9.168,6.26,5.862,6.2015816738666665,7.5,2024
1181,Feminino,5,0,Ágata,10.0,3.8333333333333335,5.036075036,9.168,6.26,5.862,6.2015816738666665,7.125,2024
1599,Feminino,5,-2,Ametista,5.0,6.5,9.666666666666666,8.334,7.51,7.566,7.6059333333333345,7.75,2024
111,Feminino,5,0,Topázio,10.0,8.333333333333334,9.488636363666666,9.168,6.26,8.74,8.667693939400001,8.1875,2024
111,Feminino,5,0,Topázio,10.0,8.333333333333334,9.488636363666666,9.168,6.26,8.74,8.667693939400001,7.65625,2024
111,Feminino,5,0,Topázio,10.0,8.333333333333334,9.488636363666666,9.168,6.26,8.74,8.667693939400001,8.125,2024
1600,Feminino,5,-2,Ágata,5.0,5.666666666666667,8.425925926,8.751,6.26,6.03,6.750618518533334,7.25,2024
1601,Feminino,5,-1,Ametista,5.0,6.5,7.0,8.751,7.51,8.335,7.2431,7.5,2024
176,Feminino,5,1,Topázio,10.0,8.833333333333334,9.545454545333333,9.585,6.26,8.545,8.828632575733334,8.5,2024
176,Feminino,5,1,Topázio,10.0,8.833333333333334,9.545454545333333,9.585,6.26,8.545,8.828632575733334,8.125,2024
176,Feminino,5,1,Topázio,10.0,8.833333333333334,9.545454545333333,9.585,6.26,8.545,8.828632575733334,8.59375,2024
1602,Feminino,5,0,Topázio,10.0,7.166666666666667,8.782407407333332,7.917,7.51,7.875,8.041889814800001,7.34375,2024
1603,Feminino,5,-1,Ametista,5.0,8.333333333333334,9.259259258999998,7.5,7.51,7.835,7.836518518466668,7.5,2024
1604,Masculino,5,-1,Topázio,5.0,8.5,7.777777778,9.168,7.51,8.88,8.0118555556,8.125,2024
193,Masculino,5,1,Topázio,10.0,7.0,9.848484848333333,8.751,6.26,8.7525,8.465046969666668,8.3958333334,2024
193,Masculino,5,1,Topázio,10.0,7.0,9.848484848333333,8.751,6.26,8.7525,8.465046969666668,8.125,2024
193,Masculino,5,1,Topázio,10.0,7.0,9.848484848333333,8.751,6.26,8.7525,8.465046969666668,8.4375,2024
195,Feminino,5,1,Topázio,10.0,7.833333333333333,9.682539682666667,7.5,6.26,8.965,8.4690496032,7.5520833334,2024
195,Feminino,5,1,Topázio,10.0,7.833333333333333,9.682539682666667,7.5,6.26,8.965,8.4690496032,8.4375,2024
195,Feminino,5,1,Topázio,10.0,7.833333333333333,9.682539682666667,7.5,6.26,8.965,8.4690496032,7.96875,2024
196,Masculino,5,1,Topázio,10.0,8.0,9.689754689666666,8.751,7.51,8.9225,8.823550937933334,8.5104166668,2024
196,Masculino,5,1,Topázio,10.0,8.0,9.689754689666666,8.751,7.51,8.9225,8.823550937933334,8.28125,2024
196,Masculino,5,1,Topázio,10.0,8.0,9.689754689666666,8.751,7.51,8.9225,8.823550937933334,8.75,2024
197,Feminino,5,0,Topázio,10.0,8.333333333333334,9.848484848333333,7.5,6.26,8.795,8.568238636333334,8.3125,2024
197,Feminino,5,0,Topázio,10.0,8.333333333333334,9.848484848333333,7.5,6.26,8.795,8.568238636333334,7.96875,2024
197,Feminino,5,0,Topázio,10.0,8.333333333333334,9.848484848333333,7.5,6.26,8.795,8.568238636333334,7.96875,2024
229,Masculino,5,1,Topázio,10.0,8.833333333333334,9.841269841333334,9.585,5.635,8.8375,8.852545634933334,8.5104166668,2024
229,Masculino,5,1,Topázio,10.0,8.833333333333334,9.841269841333334,9.585,5.635,8.8375,8.852545634933334,8.28125,2024
229,Masculino,5,1,Topázio,10.0,8.833333333333334,9.841269841333334,9.585,5.635,8.8375,8.852545634933334,8.28125,2024
202,Feminino,5,-1,Ametista,5.0,7.5,7.880952381,8.334,6.26,7.75,7.3512154762,7.6875,2024
202,Feminino,5,-1,Ametista,5.0,7.5,7.880952381,8.334,6.26,7.75,7.3512154762,7.96875,2024
202,Feminino,5,-1,Ametista,5.0,7.5,7.880952381,8.334,6.26,7.75,7.3512154762,7.65625,2024
1176,Masculino,5,1,Topázio,10.0,9.166666666666666,9.682539682666667,8.751,6.26,8.9225,8.914816269866666,9.6875,2024
1176,Masculino,5,1,Topázio,10.0,9.166666666666666,9.682539682666667,8.751,6.26,8.9225,8.914816269866666,8.59375,2024
1177,Feminino,5,0,Topázio,10.0,7.333333333333333,9.824561403666666,8.751,6.26,8.125,8.3233039474,8.90625,2024
1177,Feminino,5,0,Topázio,10.0,7.333333333333333,9.824561403666666,8.751,6.26,8.125,8.3233039474,7.65625,2024
146,Feminino,5,-2,Topázio,5.0,9.333333333333334,9.514316093333333,8.751,5.635,8.304,8.134554885333333,7.4583333334,2024
146,Feminino,5,-2,Topázio,5.0,9.333333333333334,9.514316093333333,8.751,5.635,8.304,8.134554885333333,8.4375,2024
146,Feminino,5,-2,Topázio,5.0,9.333333333333334,9.514316093333333,8.751,5.635,8.304,8.134554885333333,7.65625,2024
1199,Masculino,5,-2,Ametista,5.0,9.0,8.571428571333334,7.5,5.005,8.466,7.614235714266666,6.875,2024
1199,Masculino,5,-2,Ametista,5.0,9.0,8.571428571333334,7.5,5.005,8.466,7.614235714266666,6.5625,2024
1178,Masculino,5,-1,Topázio,5.0,8.333333333333334,9.682539682666667,8.751,6.26,8.696,8.0934746032,7.96875,2024
1178,Masculino,5,-1,Topázio,5.0,8.333333333333334,9.682539682666667,8.751,6.26,8.696,8.0934746032,7.5,2024
149,Feminino,5,-2,Quartzo,5.0,3.8333333333333335,4.104378593666667,9.585,6.26,6.626,5.7316173854,7.4895833334,2024
149,Feminino,5,-2,Quartzo,5.0,3.8333333333333335,4.104378593666667,9.585,6.26,6.626,5.7316173854,7.5,2024
149,Feminino,5,-2,Quartzo,5.0,3.8333333333333335,4.104378593666667,9.585,6.26,6.626,5.7316173854,7.34375,2024
1605,Masculino,5,-1,Quartzo,5.0,2.5,5.0694444443333335,0.0,7.51,7.028,4.920488888866667,7.5,2024
107,Feminino,5,-1,Ágata,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,6.964,6.676130827066667,7.53125,2024
107,Feminino,5,-1,Ágata,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,6.964,6.676130827066667,7.34375,2024
107,Feminino,5,-1,Ágata,5.0,4.666666666666667,7.9949874686666655,7.5,7.51,6.964,6.676130827066667,7.5,2024
184,Masculino,5,1,Topázio,10.0,8.166666666666666,8.696741854666667,8.751,6.26,9.004,8.471456704266666,7.6145833334,2024
184,Masculino,5,1,Topázio,10.0,8.166666666666666,8.696741854666667,8.751,6.26,9.004,8.471456704266666,8.59375,2024
184,Masculino,5,1,Topázio,10.0,8.166666666666666,8.696741854666667,8.751,6.26,9.004,8.471456704266666,7.96875,2024
1606,Feminino,5,-2,Quartzo,5.0,2.5,5.148148148,8.334,7.51,7.132,5.8216796296,7.8125,2024
1607,Masculino,5,-1,Quartzo,5.0,0.0,6.222222222333333,5.833,5.635,6.762,4.899894444466667,6.5625,2024
1608,Masculino,5,0,Ametista,10.0,5.0,7.199074074333335,8.751,7.51,6.83,7.072539814866667,6.40625,2024
1173,Masculino,5,0,Topázio,10.0,5.833333333333333,9.665831245,9.168,7.51,8.2,8.220132915666667,7.8125,2024
1173,Masculino,5,0,Topázio,10.0,5.833333333333333,9.665831245,9.168,7.51,8.2,8.220132915666667,8.125,2024
237,Feminino,5,-1,Ametista,5.0,7.666666666666667,9.689754689666666,8.751,6.26,8.336666667,7.931384271366667,8.09375,2024
237,Feminino,5,-1,Ametista,5.0,7.666666666666667,9.689754689666666,8.751,6.26,8.336666667,7.931384271366667,8.125,2024
237,Feminino,5,-1,Ametista,5.0,7.666666666666667,9.689754689666666,8.751,6.26,8.336666667,7.931384271366667,7.916666667,2024
147,Feminino,5,-1,Ametista,5.0,6.166666666666667,9.277056277,8.334,7.51,7.386666667,7.400477922133334,7.625,2024
147,Feminino,5,-1,Ametista,5.0,6.166666666666667,9.277056277,8.334,7.51,7.386666667,7.400477922133334,6.875,2024
147,Feminino,5,-1,Ametista,5.0,6.166666666666667,9.277056277,8.334,7.51,7.386666667,7.400477922133334,7.5,2024
131,Feminino,5,-2,Ametista,5.0,5.0,9.444444444666667,8.751,7.51,7.386666667,7.263155555633333,7.46875,2024
131,Feminino,5,-2,Ametista,5.0,5.0,9.444444444666667,8.751,7.51,7.386666667,7.263155555633333,7.65625,2024
131,Feminino,5,-2,Ametista,5.0,5.0,9.444444444666667,8.751,7.51,7.386666667,7.263155555633333,7.708333333,2024
1609,Feminino,5,-2,Ametista,5.0,6.0,9.666666666666666,8.334,7.51,7.943333333,7.577233333233334,7.708333333,2024
137,Feminino,5,-2,Ágata,5.0,6.833333333333333,7.582972583,9.585,5.005,6.276666667,6.576761183366667,7.34375,2024
137,Feminino,5,-2,Ágata,5.0,6.833333333333333,7.582972583,9.585,5.005,6.276666667,6.576761183366667,6.40625,2024
137,Feminino,5,-2,Ágata,5.0,6.833333333333333,7.582972583,9.585,5.005,6.276666667,6.576761183366667,4.791666667,2024
1184,Masculino,5,-1,Ametista,5.0,7.666666666666667,8.658008657666668,6.666,7.51,7.5,7.411701731566668,8.125,2024
1184,Masculino,5,-1,Ametista,5.0,7.666666666666667,8.658008657666668,6.666,7.51,7.5,7.411701731566668,7.291666667,2024
138,Masculino,5,-2,Ametista,5.0,5.833333333333333,8.751803751666666,9.585,7.51,7.443333333,7.3860274169,6.9375,2024
138,Masculino,5,-2,Ametista,5.0,5.833333333333333,8.751803751666666,9.585,7.51,7.443333333,7.3860274169,7.34375,2024
138,Masculino,5,-2,Ametista,5.0,5.833333333333333,8.751803751666666,9.585,7.51,7.443333333,7.3860274169,7.708333333,2024
1610,Masculino,5,-2,Ágata,5.0,5.166666666666667,7.753697970666667,9.168,7.51,6.106666667,6.7023729275666675,7.291666667,2024
1611,Masculino,5,-2,Ágata,5.0,4.5,8.361426442,7.083,7.51,5.886666667,6.4589186218000005,7.5,2024
1612,Masculino,5,-2,Ametista,5.0,6.166666666666667,8.523809523666666,6.666,7.51,6.94,7.014528571366666,7.708333333,2024
1188,Feminino,5,-1,Ametista,5.0,7.0,10.0,9.168,7.51,7.106666667,7.801633333400001,8.125,2024
1613,Feminino,5,-2,Ágata,5.0,3.0,7.1428571430000005,8.334,7.51,6.216666667,6.085471428700001,7.291666667,2024
244,Feminino,5,1,Topázio,10.0,9.5,10.0,7.5,6.26,8.17,8.7225,8.5,2024
244,Feminino,5,1,Topázio,10.0,9.5,10.0,7.5,6.26,8.17,8.7225,8.125,2024
244,Feminino,5,1,Topázio,10.0,9.5,10.0,7.5,6.26,8.17,8.7225,8.125,2024
267,Feminino,5,-2,Quartzo,5.0,2.0,8.285533910333333,10.002,6.26,6.273333333,5.8963067819666675,7.28125,2024
267,Feminino,5,-2,Quartzo,5.0,2.0,8.285533910333333,10.002,6.26,6.273333333,5.8963067819666675,4.583333333,2024
1189,Feminino,5,-1,Ametista,5.0,7.666666666666667,8.672360248333332,9.585,7.51,7.106666667,7.6486387164,7.5,2024
113,Feminino,5,-1,Ametista,5.0,6.666666666666667,7.063851181666667,8.751,7.51,7.106666667,7.043536903066667,6.24375,2024
113,Feminino,5,-1,Ametista,5.0,6.666666666666667,7.063851181666667,8.751,7.51,7.106666667,7.043536903066667,7.5,2024
152,Feminino,5,-2,Ágata,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.443333333,6.5837938596,7.3958333334,2024
152,Feminino,5,-2,Ágata,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.443333333,6.5837938596,7.8125,2024
152,Feminino,5,-2,Ágata,5.0,5.166666666666667,7.337719298333333,7.5,5.63,7.443333333,6.5837938596,7.8125,2024
318,Feminino,5,-1,Ametista,5.0,4.666666666666667,9.129629629666667,7.917,7.51,7.443333333,7.025000925866668,7.3750000002,2024
318,Feminino,5,-1,Ametista,5.0,4.666666666666667,9.129629629666667,7.917,7.51,7.443333333,7.025000925866668,7.96875,2024
318,Feminino,5,-1,Ametista,5.0,4.666666666666667,9.129629629666667,7.917,7.51,7.443333333,7.025000925866668,7.34375,2024
274,Feminino,5,2,Topázio,10.0,9.333333333333334,9.648148147999999,8.334,5.635,8.226666667,8.651029629666667,7.6354166666,2024
274,Feminino,5,2,Topázio,10.0,9.333333333333334,9.648148147999999,8.334,5.635,8.226666667,8.651029629666667,7.65625,2024
274,Feminino,5,2,Topázio,10.0,9.333333333333334,9.648148147999999,8.334,5.635,8.226666667,8.651029629666667,8.125,2024
319,Masculino,5,0,Ametista,10.0,5.833333333333333,9.024122807,9.585,7.51,7.666666667,7.948699561466667,7.8229166666,2024
319,Masculino,5,0,Ametista,10.0,5.833333333333333,9.024122807,9.585,7.51,7.666666667,7.948699561466667,8.59375,2024
319,Masculino,5,0,Ametista,10.0,5.833333333333333,9.024122807,9.585,7.51,7.666666667,7.948699561466667,7.34375,2024
160,Feminino,5,-1,Ágata,5.0,5.666666666666667,7.416666666666667,8.334,6.26,7.723333333,6.855108333266668,7.71875,2024
160,Feminino,5,-1,Ágata,5.0,5.666666666666667,7.416666666666667,8.334,6.26,7.723333333,6.855108333266668,8.125,2024
160,Feminino,5,-1,Ágata,5.0,5.666666666666667,7.416666666666667,8.334,6.26,7.723333333,6.855108333266668,7.34375,2024
161,Feminino,5,0,Ametista,10.0,4.0,7.965686274666666,8.751,6.26,7.836666667,7.258445588333334,7.96875,2024
161,Feminino,5,0,Ametista,10.0,4.0,7.965686274666666,8.751,6.26,7.836666667,7.258445588333334,8.125,2024
161,Feminino,5,0,Ametista,10.0,4.0,7.965686274666666,8.751,6.26,7.836666667,7.258445588333334,7.96875,2024
1614,Masculino,5,-1,Ágata,5.0,6.5,6.574494949666668,7.5,7.51,7.11,6.787898989933334,7.5,2024
164,Masculino,5,-2,Ágata,5.0,5.666666666666667,8.084795321666666,9.585,6.26,6.886666667,6.837125731066667,7.28125,2024
164,Masculino,5,-2,Ágata,5.0,5.666666666666667,8.084795321666666,9.585,6.26,6.886666667,6.837125731066667,6.875,2024
164,Masculino,5,-2,Ágata,5.0,5.666666666666667,8.084795321666666,9.585,6.26,6.886666667,6.837125731066667,6.25,2024
165,Feminino,5,0,Topázio,10.0,8.5,9.431042884999998,7.5,7.51,7.893333333,8.4627502436,8.15625,2024
165,Feminino,5,0,Topázio,10.0,8.5,9.431042884999998,7.5,7.51,7.893333333,8.4627502436,8.125,2024
165,Feminino,5,0,Topázio,10.0,8.5,9.431042884999998,7.5,7.51,7.893333333,8.4627502436,7.96875,2024
1615,Feminino,5,0,Topázio,10.0,8.333333333333334,9.833333333333334,7.917,7.51,7.4575,8.417533333333333,7.5,2024
1616,Feminino,5,-1,Ametista,5.0,6.166666666666667,8.436274509666667,8.334,7.51,7.12,7.147738235266668,7.1875,2024
271,Feminino,5,-1,Ametista,5.0,7.333333333333333,8.958333333333334,9.168,6.26,6.7475,7.400633333333334,7.3541666666,2024
271,Feminino,5,-1,Ametista,5.0,7.333333333333333,8.958333333333334,9.168,6.26,6.7475,7.400633333333334,8.125,2024
271,Feminino,5,-1,Ametista,5.0,7.333333333333333,8.958333333333334,9.168,6.26,6.7475,7.400633333333334,7.5,2024
316,Feminino,5,0,Topázio,10.0,8.0,10.0,9.168,7.51,8.3775,8.708925,7.78125,2024
316,Feminino,5,0,Topázio,10.0,8.0,10.0,9.168,7.51,8.3775,8.708925,8.59375,2024
316,Feminino,5,0,Topázio,10.0,8.0,10.0,9.168,7.51,8.3775,8.708925,7.65625,2024
286,Feminino,5,-1,Quartzo,5.0,3.1666666666666665,4.031862745000001,6.666,6.26,5.7825,5.123180882333333,6.38125,2024
286,Feminino,5,-1,Quartzo,5.0,3.1666666666666665,4.031862745000001,6.666,6.26,5.7825,5.123180882333333,8.125,2024
286,Feminino,5,-1,Quartzo,5.0,3.1666666666666665,4.031862745000001,6.666,6.26,5.7825,5.123180882333333,7.34375,2024
320,Feminino,5,0,Topázio,10.0,6.666666666666667,10.0,9.168,7.51,8.3775,8.442258333333335,7.78125,2024
320,Feminino,5,0,Topázio,10.0,6.666666666666667,10.0,9.168,7.51,8.3775,8.442258333333335,8.59375,2024
320,Feminino,5,0,Topázio,10.0,6.666666666666667,10.0,9.168,7.51,8.3775,8.442258333333335,7.65625,2024
1207,Feminino,5,-1,Ágata,5.0,5.333333333333333,6.581140350999999,8.334,7.51,6.5375,6.509169736866667,7.8125,2024
1207,Feminino,5,-1,Ágata,5.0,5.333333333333333,6.581140350999999,8.334,7.51,6.5375,6.509169736866667,7.34375,2024
1617,Feminino,5,-1,Quartzo,5.0,3.25,5.571428571333333,0.0,7.51,6.1175,4.926285714266666,6.875,2024
158,Feminino,5,0,Ágata,10.0,4.0,7.796296296333334,8.334,6.26,6.745,6.855159259266667,7.59375,2024
158,Feminino,5,0,Ágata,10.0,4.0,7.796296296333334,8.334,6.26,6.745,6.855159259266667,8.28125,2024
158,Feminino,5,0,Ágata,10.0,4.0,7.796296296333334,8.334,6.26,6.745,6.855159259266667,6.875,2024
306,Feminino,5,-1,Ágata,5.0,2.8333333333333335,7.699561403666666,7.917,7.51,6.4125,6.1661539474,7.1041666668,2024
306,Feminino,5,-1,Ágata,5.0,2.8333333333333335,7.699561403666666,7.917,7.51,6.4125,6.1661539474,7.34375,2024
306,Feminino,5,-1,Ágata,5.0,2.8333333333333335,7.699561403666666,7.917,7.51,6.4125,6.1661539474,7.34375,2024
1618,Masculino,5,-1,Ametista,5.0,6.333333333333333,7.908496732000001,8.334,7.51,6.83,7.0487660130666665,7.5,2024
308,Masculino,5,1,Ametista,10.0,6.5,8.714912280666667,7.083,5.635,7.1225,7.489282456133334,6.072916666599999,2024
308,Masculino,5,1,Ametista,10.0,6.5,8.714912280666667,7.083,5.635,7.1225,7.489282456133334,7.03125,2024
308,Masculino,5,1,Ametista,10.0,6.5,8.714912280666667,7.083,5.635,7.1225,7.489282456133334,7.5,2024
1619,Masculino,5,1,Ametista,10.0,4.25,9.259259259333334,7.501,7.51,7.205,7.393951851866667,7.5,2024
299,Feminino,5,1,Topázio,10.0,8.166666666666666,8.963768115999999,8.751,6.26,7.5,8.177186956533333,7.625,2024
299,Feminino,5,1,Topázio,10.0,8.166666666666666,8.963768115999999,8.751,6.26,7.5,8.177186956533333,7.96875,2024
299,Feminino,5,1,Topázio,10.0,8.166666666666666,8.963768115999999,8.751,6.26,7.5,8.177186956533333,7.5,2024
251,Masculino,5,-1,Ágata,5.0,4.5,8.612836439,8.751,5.63,7.326666667,6.7135006212,7.3125,2024
251,Masculino,5,-1,Ágata,5.0,4.5,8.612836439,8.751,5.63,7.326666667,6.7135006212,7.34375,2024
251,Masculino,5,-1,Ágata,5.0,4.5,8.612836439,8.751,5.63,7.326666667,6.7135006212,6.875,2024
157,Feminino,5,1,Topázio,10.0,9.666666666666666,10.0,8.334,6.26,8.726666667,8.950566666733334,8.09375,2024
157,Feminino,5,1,Topázio,10.0,9.666666666666666,10.0,8.334,6.26,8.726666667,8.950566666733334,8.59375,2024
157,Feminino,5,1,Topázio,10.0,9.666666666666666,10.0,8.334,6.26,8.726666667,8.950566666733334,8.125,2024
1620,Masculino,5,-1,Ágata,5.0,5.166666666666667,6.666666666666667,8.751,7.51,7.05,6.652766666666667,7.5,2024
321,Feminino,5,1,Topázio,10.0,7.166666666666667,9.534706331,7.917,6.26,7.776666667,8.125807932933334,7.75,2024
321,Feminino,5,1,Topázio,10.0,7.166666666666667,9.534706331,7.917,6.26,7.776666667,8.125807932933334,8.125,2024
321,Feminino,5,1,Topázio,10.0,7.166666666666667,9.534706331,7.917,6.26,7.776666667,8.125807932933334,8.125,2024
