RA,Genero,Fase,Defasagem,Pedra,IAN,IDA,IEG,IAA,IPS,IPV,INDE,IPP,AnoRef
540,Feminino,2,0,Topázio,10.0,7.1,8.8,8.5,5.0,8.95,8.216033333,7.5104166666,2023
540,Feminino,2,0,Topázio,10.0,7.1,8.8,8.5,5.0,8.95,8.216033333,8.958333333,2023
574,Masculino,2,0,Ametista,10.0,8.1,8.2,6.9,5.0,8.173333333,7.878133333,6.90625,2023
574,Masculino,2,0,Ametista,10.0,8.1,8.2,6.9,5.0,8.173333333,7.878133333,7.916666667,2023
369,Masculino,2,-1,Ágata,5.0,4.0,4.1,10.0,5.0,7.726666667,6.0197,6.0,2023
369,Masculino,2,-1,Ágata,5.0,4.0,4.1,10.0,5.0,7.726666667,6.0197,8.541666667,2023
369,Masculino,2,-1,Ágata,5.0,4.0,4.1,10.0,5.0,7.726666667,6.0197,6.40625,2023
375,Masculino,2,-1,Ametista,5.0,7.9,9.9,0.0,5.0,8.283333333,7.070833333,6.9791666666,2023
375,Masculino,2,-1,Ametista,5.0,7.9,9.9,0.0,5.0,8.283333333,7.070833333,8.541666667,2023
375,Masculino,2,-1,Ametista,5.0,7.9,9.9,0.0,5.0,8.283333333,7.070833333,7.1875,2023
376,Feminino,2,-1,Ametista,5.0,5.9,9.6,8.5,2.52,8.226666667,7.1392,6.75,2023
376,Feminino,2,-1,Ametista,5.0,5.9,9.6,8.5,2.52,8.226666667,7.1392,7.916666667,2023
376,Feminino,2,-1,Ametista,5.0,5.9,9.6,8.5,2.52,8.226666667,7.1392,6.5625,2023
535,Feminino,2,0,Topázio,10.0,5.6,9.4,9.0,5.0,8.95,8.0027,6.3125,2023
535,Feminino,2,0,Topázio,10.0,5.6,9.4,9.0,5.0,8.95,8.0027,8.125,2023
535,Feminino,2,0,Topázio,10.0,5.6,9.4,9.0,5.0,8.95,8.0027,7.96875,2023
547,Feminino,2,-1,Ágata,5.0,6.2,9.1,0.0,2.52,8.95,6.467,9.0,2023
547,Feminino,2,-1,Ágata,5.0,6.2,9.1,0.0,2.52,8.95,6.467,8.75,2023
547,Feminino,2,-1,Ágata,5.0,6.2,9.1,0.0,2.52,8.95,6.467,5.625,2023
548,Masculino,2,-1,Ametista,5.0,7.4,9.1,9.0,2.52,8.283333333,7.4322,7.1145833334,2023
548,Masculino,2,-1,Ametista,5.0,7.4,9.1,9.0,2.52,8.283333333,7.4322,8.333333333,2023
548,Masculino,2,-1,Ametista,5.0,7.4,9.1,9.0,2.52,8.283333333,7.4322,5.9375,2023
538,Masculino,2,-1,Ágata,5.0,4.7,8.6,7.4,2.52,7.39,6.413466667,6.5625,2023
538,Masculino,2,-1,Ágata,5.0,4.7,8.6,7.4,2.52,7.39,6.413466667,7.916666667,2023
538,Masculino,2,-1,Ágata,5.0,4.7,8.6,7.4,2.52,7.39,6.413466667,5.625,2023
365,Feminino,2,0,Topázio,10.0,8.7,9.9,10.0,2.52,8.953333333,8.6587,8.25,2023
365,Feminino,2,0,Topázio,10.0,8.7,9.9,10.0,2.52,8.953333333,8.6587,8.958333333,2023
365,Feminino,2,0,Topázio,10.0,8.7,9.9,10.0,2.52,8.953333333,8.6587,8.4375,2023
559,Masculino,2,-1,Ametista,5.0,7.4,9.4,10.0,5.0,8.506666667,7.947366667,7.1875,2023
559,Masculino,2,-1,Ametista,5.0,7.4,9.4,10.0,5.0,8.506666667,7.947366667,8.958333333,2023
559,Masculino,2,-1,Ametista,5.0,7.4,9.4,10.0,5.0,8.506666667,7.947366667,6.25,2023
1104,Feminino,2,-1,Ametista,5.0,6.4,10.0,5.7,2.52,9.063333333,7.265533333,8.541666667,2023
563,Feminino,2,0,Ametista,10.0,6.2,9.7,6.4,2.52,8.726666667,7.684133333,7.96875,2023
563,Feminino,2,0,Ametista,10.0,6.2,9.7,6.4,2.52,8.726666667,7.684133333,8.75,2023
563,Feminino,2,0,Ametista,10.0,6.2,9.7,6.4,2.52,8.726666667,7.684133333,8.125,2023
573,Masculino,2,-1,Ametista,5.0,6.6,9.8,9.5,5.0,8.45,7.774366667,8.6770833332,2023
573,Masculino,2,-1,Ametista,5.0,6.6,9.8,9.5,5.0,8.45,7.774366667,8.541666667,2023
573,Masculino,2,-1,Ametista,5.0,6.6,9.8,9.5,5.0,8.45,7.774366667,7.8125,2023
551,Feminino,2,-1,Ametista,5.0,5.4,8.6,10.0,2.52,8.393333333,7.075033333,6.4166666668,2023
551,Feminino,2,-1,Ametista,5.0,5.4,8.6,10.0,2.52,8.393333333,7.075033333,8.541666667,2023
566,Feminino,2,-1,Ametista,5.0,8.4,8.8,9.0,2.52,8.673333333,7.7227,7.5625,2023
566,Feminino,2,-1,Ametista,5.0,8.4,8.8,9.0,2.52,8.673333333,7.7227,8.958333333,2023
555,Masculino,2,-1,Quartzo,5.0,3.9,8.1,7.4,2.52,6.946666667,5.898133333,5.5625,2023
555,Masculino,2,-1,Quartzo,5.0,3.9,8.1,7.4,2.52,6.946666667,5.898133333,6.25,2023
555,Masculino,2,-1,Quartzo,5.0,3.9,8.1,7.4,2.52,6.946666667,5.898133333,5.0,2023
373,Masculino,2,-1,Ágata,5.0,8.4,9.7,0.0,2.52,7.84,6.805,8.0104166668,2023
373,Masculino,2,-1,Ágata,5.0,8.4,9.7,0.0,2.52,7.84,6.805,8.75,2023
1105,Feminino,2,-1,Ágata,5.0,6.0,9.0,0.0,2.52,8.673333333,6.299166667,8.125,2023
546,Feminino,2,-1,Ágata,5.0,5.7,7.2,0.0,2.52,9.173333333,6.031666667,6.9583333334,2023
546,Feminino,2,-1,Ágata,5.0,5.7,7.2,0.0,2.52,9.173333333,6.031666667,8.75,2023
546,Feminino,2,-1,Ágata,5.0,5.7,7.2,0.0,2.52,9.173333333,6.031666667,5.15625,2023
557,Masculino,2,0,Topázio,10.0,8.9,8.2,10.0,5.0,9.62,8.7717,8.7708333332,2023
557,Masculino,2,0,Topázio,10.0,8.9,8.2,10.0,5.0,9.62,8.7717,9.375,2023
557,Masculino,2,0,Topázio,10.0,8.9,8.2,10.0,5.0,9.62,8.7717,10.0,2023
1106,Masculino,2,-1,Ametista,5.0,5.1,9.3,8.5,5.0,8.003333333,7.1642,8.333333333,2023
1106,Masculino,2,-1,Ametista,5.0,5.1,9.3,8.5,5.0,8.003333333,7.1642,7.65625,2023
558,Masculino,2,-3,Ágata,2.5,6.0,9.4,7.8,5.0,6.78,6.615333333,4.8125,2023
558,Masculino,2,-3,Ágata,2.5,6.0,9.4,7.8,5.0,6.78,6.615333333,6.458333333,2023
558,Masculino,2,-3,Ágata,2.5,6.0,9.4,7.8,5.0,6.78,6.615333333,6.09375,2023
560,Masculino,2,-1,Quartzo,5.0,4.0,8.4,0.0,2.52,6.0,4.932,4.2708333334,2023
560,Masculino,2,-1,Quartzo,5.0,4.0,8.4,0.0,2.52,6.0,4.932,5.0,2023
1107,Feminino,2,-1,Ametista,5.0,7.5,9.4,9.0,5.0,8.783333333,7.9327,8.958333333,2023
1107,Feminino,2,-1,Ametista,5.0,7.5,9.4,9.0,5.0,8.783333333,7.9327,7.5,2023
1108,Masculino,2,-1,Ágata,5.0,4.7,9.3,0.0,5.0,8.283333333,6.310833333,8.541666667,2023
1108,Masculino,2,-1,Ágata,5.0,4.7,9.3,0.0,5.0,8.283333333,6.310833333,7.1875,2023
542,Feminino,2,-1,Ametista,5.0,6.3,9.7,9.5,5.0,9.006666667,7.816533333,7.1770833332,2023
542,Feminino,2,-1,Ametista,5.0,6.3,9.7,9.5,5.0,9.006666667,7.816533333,8.75,2023
542,Feminino,2,-1,Ametista,5.0,6.3,9.7,9.5,5.0,9.006666667,7.816533333,7.03125,2023
543,Feminino,2,0,Ametista,10.0,6.5,9.8,7.8,2.52,9.006666667,7.971833333,7.1875,2023
543,Feminino,2,0,Ametista,10.0,6.5,9.8,7.8,2.52,9.006666667,7.971833333,8.75,2023
543,Feminino,2,0,Ametista,10.0,6.5,9.8,7.8,2.52,9.006666667,7.971833333,8.90625,2023
556,Feminino,2,-1,Ametista,5.0,7.2,9.6,8.5,2.52,9.396666667,7.7482,7.5520833332,2023
556,Feminino,2,-1,Ametista,5.0,7.2,9.6,8.5,2.52,9.396666667,7.7482,9.166666667,2023
556,Feminino,2,-1,Ametista,5.0,7.2,9.6,8.5,2.52,9.396666667,7.7482,6.40625,2023
1109,Masculino,2,-2,Ágata,5.0,3.4,6.4,10.0,5.0,7.836666667,6.277533333,7.5,2023
389,Masculino,2,-1,Ágata,5.0,8.2,8.2,0.0,2.52,8.95,6.687,7.7291666666,2023
389,Masculino,2,-1,Ágata,5.0,8.2,8.2,0.0,2.52,8.95,6.687,8.75,2023
389,Masculino,2,-1,Ágata,5.0,8.2,8.2,0.0,2.52,8.95,6.687,6.5625,2023
1110,Feminino,2,-1,Ametista,5.0,6.8,9.2,4.6,5.0,8.73,7.248566667,8.541666667,2023
568,Masculino,2,-3,Ágata,2.5,7.6,7.9,7.0,5.0,8.01,6.9647,6.6145833334,2023
568,Masculino,2,-3,Ágata,2.5,7.6,7.9,7.0,5.0,8.01,6.9647,8.125,2023
568,Masculino,2,-3,Ágata,2.5,7.6,7.9,7.0,5.0,8.01,6.9647,6.5625,2023
562,Feminino,2,-1,Ágata,5.0,8.7,8.5,0.0,2.52,8.893333333,6.824833333,8.34375,2023
562,Feminino,2,-1,Ágata,5.0,8.7,8.5,0.0,2.52,8.893333333,6.824833333,8.541666667,2023
562,Feminino,2,-1,Ágata,5.0,8.7,8.5,0.0,2.52,8.893333333,6.824833333,7.625,2023
1111,Feminino,2,0,Ágata,10.0,5.4,8.9,0.0,2.52,8.173333333,6.559166667,8.125,2023
1111,Feminino,2,0,Ágata,10.0,5.4,8.9,0.0,2.52,8.173333333,6.559166667,6.5625,2023
1112,Masculino,2,-1,Ametista,5.0,6.3,7.9,9.5,2.52,8.616666667,7.088866667,8.333333333,2023
1112,Masculino,2,-1,Ametista,5.0,6.3,7.9,9.5,2.52,8.616666667,7.088866667,5.375,2023
525,Feminino,2,-1,Ametista,5.0,9.2,8.6,8.0,2.52,9.566666667,7.911366667,8.0625,2023
525,Feminino,2,-1,Ametista,5.0,9.2,8.6,8.0,2.52,9.566666667,7.911366667,8.958333333,2023
357,Masculino,2,-1,Topázio,5.0,8.7,9.6,8.5,7.52,8.23,8.2832,7.6145833332,2023
357,Masculino,2,-1,Topázio,5.0,8.7,9.6,8.5,7.52,8.23,8.2832,8.75,2023
357,Masculino,2,-1,Topázio,5.0,8.7,9.6,8.5,7.52,8.23,8.2832,7.875,2023
583,Feminino,2,-1,Ametista,5.0,6.3,9.4,9.0,7.52,8.616666667,7.838866667,7.34375,2023
583,Feminino,2,-1,Ametista,5.0,6.3,9.4,9.0,7.52,8.616666667,7.838866667,8.333333333,2023
583,Feminino,2,-1,Ametista,5.0,6.3,9.4,9.0,7.52,8.616666667,7.838866667,6.875,2023
584,Feminino,2,0,Ametista,10.0,5.8,9.0,9.5,2.52,8.56,7.697533333,6.75,2023
584,Feminino,2,0,Ametista,10.0,5.8,9.0,9.5,2.52,8.56,7.697533333,8.333333333,2023
584,Feminino,2,0,Ametista,10.0,5.8,9.0,9.5,2.52,8.56,7.697533333,7.34375,2023
586,Feminino,2,0,Topázio,10.0,8.4,10.0,8.0,2.52,9.343333333,8.4242,8.9166666666,2023
586,Feminino,2,0,Topázio,10.0,8.4,10.0,8.0,2.52,9.343333333,8.4242,8.333333333,2023
586,Feminino,2,0,Topázio,10.0,8.4,10.0,8.0,2.52,9.343333333,8.4242,8.75,2023
1113,Masculino,2,-1,Quartzo,5.0,5.0,6.0,0.0,7.52,7.173333333,5.636666667,7.5,2023
413,Feminino,2,-1,Ágata,5.0,6.3,8.9,7.9,2.52,7.503333333,6.803633333,7.28125,2023
413,Feminino,2,-1,Ágata,5.0,6.3,8.9,7.9,2.52,7.503333333,6.803633333,7.291666667,2023
599,Masculino,2,0,Topázio,10.0,8.5,9.5,10.0,2.52,9.286666667,8.532866667,8.4687499998,2023
599,Masculino,2,0,Topázio,10.0,8.5,9.5,10.0,2.52,9.286666667,8.532866667,8.333333333,2023
599,Masculino,2,0,Topázio,10.0,8.5,9.5,10.0,2.52,9.286666667,8.532866667,7.083333333,2023
1114,Feminino,2,0,Ametista,10.0,4.9,9.8,8.5,2.52,8.56,7.5667,8.125,2023
1114,Feminino,2,0,Ametista,10.0,4.9,9.8,8.5,2.52,8.56,7.5667,8.375,2023
401,Feminino,2,-1,Ágata,5.0,7.3,8.1,4.0,2.52,7.116666667,6.363666667,6.5625,2023
401,Feminino,2,-1,Ágata,5.0,7.3,8.1,4.0,2.52,7.116666667,6.363666667,7.083333333,2023
401,Feminino,2,-1,Ágata,5.0,7.3,8.1,4.0,2.52,7.116666667,6.363666667,6.5625,2023
1115,Feminino,2,0,Ágata,10.0,4.0,8.3,0.0,7.52,7.56,6.474,7.5,2023
1115,Feminino,2,0,Ágata,10.0,4.0,8.3,0.0,7.52,7.56,6.474,7.5,2023
1116,Masculino,2,-1,Ágata,5.0,4.9,9.2,9.5,5.0,7.39,6.956533333,7.083333333,2023
1116,Masculino,2,-1,Ágata,5.0,4.9,9.2,9.5,5.0,7.39,6.956533333,5.125,2023
604,Feminino,2,0,Topázio,10.0,7.5,9.3,9.0,7.52,8.616666667,8.548033333,8.0625,2023
604,Feminino,2,0,Topázio,10.0,7.5,9.3,9.0,7.52,8.616666667,8.548033333,8.125,2023
604,Feminino,2,0,Topázio,10.0,7.5,9.3,9.0,7.52,8.616666667,8.548033333,6.40625,2023
605,Feminino,2,-1,Ametista,5.0,6.8,9.5,9.0,7.52,7.84,7.709366667,7.25,2023
605,Feminino,2,-1,Ametista,5.0,6.8,9.5,9.0,7.52,7.84,7.709366667,7.291666667,2023
605,Feminino,2,-1,Ametista,5.0,6.8,9.5,9.0,7.52,7.84,7.709366667,7.0,2023
668,Masculino,2,-1,Ágata,5.0,3.4,6.3,6.3,7.52,7.616666667,6.017933333,5.125,2023
668,Masculino,2,-1,Ágata,5.0,3.4,6.3,6.3,7.52,7.616666667,6.017933333,6.875,2023
1117,Feminino,2,0,Topázio,10.0,7.3,9.6,9.0,7.52,7.946666667,8.382366667,7.708333333,2023
1117,Feminino,2,0,Topázio,10.0,7.3,9.6,9.0,7.52,7.946666667,8.382366667,8.125,2023
1118,Feminino,2,-1,Ametista,5.0,6.0,8.8,5.3,7.52,8.28,7.163833333,7.708333333,2023
1118,Feminino,2,-1,Ametista,5.0,6.0,8.8,5.3,7.52,8.28,7.163833333,6.75,2023
610,Feminino,2,0,Topázio,10.0,7.0,10.0,10.0,2.52,8.896666667,8.2857,8.2916666666,2023
610,Feminino,2,0,Topázio,10.0,7.0,10.0,10.0,2.52,8.896666667,8.2857,8.541666667,2023
610,Feminino,2,0,Topázio,10.0,7.0,10.0,10.0,2.52,8.896666667,8.2857,6.875,2023
409,Feminino,2,-1,Ametista,5.0,8.0,9.5,8.4,2.52,8.73,7.621466667,7.6354166666,2023
409,Feminino,2,-1,Ametista,5.0,8.0,9.5,8.4,2.52,8.73,7.621466667,7.916666667,2023
409,Feminino,2,-1,Ametista,5.0,8.0,9.5,8.4,2.52,8.73,7.621466667,7.916666667,2023
466,Masculino,2,-2,Ágata,5.0,4.5,7.6,9.5,6.89,7.056666667,6.595533333,6.7916666666,2023
466,Masculino,2,-2,Ágata,5.0,4.5,7.6,9.5,6.89,7.056666667,6.595533333,6.25,2023
466,Masculino,2,-2,Ágata,5.0,4.5,7.6,9.5,6.89,7.056666667,6.595533333,7.5,2023
760,Masculino,2,-1,Ágata,5.0,6.3,8.8,0.0,7.52,7.84,6.548333333,8.3125,2023
760,Masculino,2,-1,Ágata,5.0,6.3,8.8,0.0,7.52,7.84,6.548333333,7.083333333,2023
760,Masculino,2,-1,Ágata,5.0,6.3,8.8,0.0,7.52,7.84,6.548333333,6.25,2023
404,Feminino,2,-1,Ágata,5.0,6.0,8.3,7.9,5.02,6.89,6.7093,6.9166666668,2023
404,Feminino,2,-1,Ágata,5.0,6.0,8.3,7.9,5.02,6.89,6.7093,6.875,2023
404,Feminino,2,-1,Ágata,5.0,6.0,8.3,7.9,5.02,6.89,6.7093,7.5,2023
590,Feminino,2,0,Ametista,10.0,6.5,9.7,6.3,3.77,8.34,7.647666667,7.9166666666,2023
590,Feminino,2,0,Ametista,10.0,6.5,9.7,6.3,3.77,8.34,7.647666667,7.291666667,2023
590,Feminino,2,0,Ametista,10.0,6.5,9.7,6.3,3.77,8.34,7.647666667,7.5,2023
469,Feminino,2,-1,Ametista,5.0,7.8,9.3,7.5,2.52,8.843333333,7.482533333,7.78125,2023
469,Feminino,2,-1,Ametista,5.0,7.8,9.3,7.5,2.52,8.843333333,7.482533333,7.916666667,2023
469,Feminino,2,-1,Ametista,5.0,7.8,9.3,7.5,2.52,8.843333333,7.482533333,7.291666667,2023
1119,Feminino,2,-1,Ametista,5.0,5.9,9.7,7.3,3.77,8.453333333,7.192,7.708333333,2023
1119,Feminino,2,-1,Ametista,5.0,5.9,9.7,7.3,3.77,8.453333333,7.192,7.625,2023
1120,Feminino,2,0,Topázio,10.0,8.3,9.6,9.5,7.52,9.676666667,9.103366667,8.958333333,2023
472,Feminino,2,-1,Ágata,5.0,5.5,7.1,5.1,7.52,8.223333333,6.6858,7.3625,2023
472,Feminino,2,-1,Ágata,5.0,5.5,7.1,5.1,7.52,8.223333333,6.6858,7.708333333,2023
472,Feminino,2,-1,Ágata,5.0,5.5,7.1,5.1,7.52,8.223333333,6.6858,6.25,2023
1121,Masculino,2,0,Topázio,10.0,8.0,9.9,0.0,6.26,9.84,8.049,8.75,2023
1121,Masculino,2,0,Topázio,10.0,8.0,9.9,0.0,6.26,9.84,8.049,7.083333333,2023
1122,Masculino,2,0,Ametista,10.0,6.9,9.3,0.0,6.89,8.616666667,7.3715,7.291666667,2023
1122,Masculino,2,0,Ametista,10.0,6.9,9.3,0.0,6.89,8.616666667,7.3715,7.083333333,2023
438,Masculino,2,0,Ágata,10.0,5.4,7.5,6.9,6.26,7.223333333,6.9883,7.3333333332,2023
438,Masculino,2,0,Ágata,10.0,5.4,7.5,6.9,6.26,7.223333333,6.9883,6.458333333,2023
438,Masculino,2,0,Ágata,10.0,5.4,7.5,6.9,6.26,7.223333333,6.9883,7.96875,2023
408,Feminino,2,-1,Ametista,5.0,6.8,8.5,7.9,3.77,8.45,7.242133333,6.6041666666,2023
408,Feminino,2,-1,Ametista,5.0,6.8,8.5,7.9,3.77,8.45,7.242133333,8.333333333,2023
408,Feminino,2,-1,Ametista,5.0,6.8,8.5,7.9,3.77,8.45,7.242133333,7.083333333,2023
1123,Masculino,2,-1,Ágata,5.0,5.3,8.9,7.3,7.52,7.113333333,6.9565,7.083333333,2023
1124,Feminino,2,-2,Ágata,5.0,3.0,8.0,9.5,7.52,7.786666667,6.667866667,7.083333333,2023
623,Masculino,2,-2,Ametista,5.0,7.3,9.5,10.0,7.52,7.446666667,7.8307,6.614583333400001,2023
623,Masculino,2,-2,Ametista,5.0,7.3,9.5,10.0,7.52,7.446666667,7.8307,7.291666667,2023
623,Masculino,2,-2,Ametista,5.0,7.3,9.5,10.0,7.52,7.446666667,7.8307,6.458333333,2023
661,Masculino,2,0,Ágata,10.0,6.5,7.7,0.0,6.89,7.836666667,6.846333333,7.0104166668,2023
661,Masculino,2,0,Ágata,10.0,6.5,7.7,0.0,6.89,7.836666667,6.846333333,7.5,2023
626,Masculino,2,-1,Ametista,5.0,6.5,9.2,9.0,4.39,7.613333333,7.231033333,6.84375,2023
626,Masculino,2,-1,Ametista,5.0,6.5,9.2,9.0,4.39,7.613333333,7.231033333,7.291666667,2023
626,Masculino,2,-1,Ametista,5.0,6.5,9.2,9.0,4.39,7.613333333,7.231033333,7.291666667,2023
433,Masculino,2,-1,Ágata,5.0,4.8,7.2,8.5,7.52,7.613333333,6.5982,6.083333333400001,2023
433,Masculino,2,-1,Ágata,5.0,4.8,7.2,8.5,7.52,7.613333333,6.5982,5.833333333,2023
433,Masculino,2,-1,Ágata,5.0,4.8,7.2,8.5,7.52,7.613333333,6.5982,6.875,2023
614,Masculino,2,-1,Topázio,5.0,8.6,9.1,9.0,7.52,8.563333333,8.2282,8.4583333332,2023
614,Masculino,2,-1,Topázio,5.0,8.6,9.1,9.0,7.52,8.563333333,8.2282,8.333333333,2023
614,Masculino,2,-1,Topázio,5.0,8.6,9.1,9.0,7.52,8.563333333,8.2282,7.916666667,2023
434,Masculino,2,-1,Ametista,5.0,6.6,8.0,6.3,7.52,7.613333333,7.069766667,7.0833333332,2023
434,Masculino,2,-1,Ametista,5.0,6.6,8.0,6.3,7.52,7.613333333,7.069766667,7.5,2023
434,Masculino,2,-1,Ametista,5.0,6.6,8.0,6.3,7.52,7.613333333,7.069766667,7.291666667,2023
603,Masculino,2,0,Ágata,10.0,7.0,8.9,0.0,2.52,7.78,6.748833333,8.0416666666,2023
603,Masculino,2,0,Ágata,10.0,7.0,8.9,0.0,2.52,7.78,6.748833333,7.708333333,2023
603,Masculino,2,0,Ágata,10.0,7.0,8.9,0.0,2.52,7.78,6.748833333,6.875,2023
436,Masculino,2,-1,Quartzo,5.0,3.4,4.7,7.5,2.52,7.613333333,5.322366667,6.166666666599999,2023
436,Masculino,2,-1,Quartzo,5.0,3.4,4.7,7.5,2.52,7.613333333,5.322366667,6.875,2023
616,Masculino,2,-1,Quartzo,5.0,6.8,6.6,0.0,5.02,6.783333333,5.612,7.0208333334,2023
616,Masculino,2,-1,Quartzo,5.0,6.8,6.6,0.0,5.02,6.783333333,5.612,5.833333333,2023
616,Masculino,2,-1,Quartzo,5.0,6.8,6.6,0.0,5.02,6.783333333,5.612,6.458333333,2023
437,Masculino,2,-2,Ágata,5.0,4.7,8.4,8.0,7.52,7.78,6.947366667,6.729166666599999,2023
437,Masculino,2,-2,Ágata,5.0,4.7,8.4,8.0,7.52,7.78,6.947366667,7.291666667,2023
1125,Feminino,2,0,Ágata,10.0,4.0,7.9,4.7,7.52,6.95,6.655366667,6.666666667,2023
619,Feminino,2,0,Ametista,10.0,9.0,7.1,9.0,3.77,8.116666667,7.891366667,7.65625,2023
619,Feminino,2,0,Ametista,10.0,9.0,7.1,9.0,3.77,8.116666667,7.891366667,7.708333333,2023
620,Masculino,2,-1,Ametista,5.0,6.2,8.4,6.8,7.52,7.503333333,7.043666667,7.010416666599999,2023
620,Masculino,2,-1,Ametista,5.0,6.2,8.4,6.8,7.52,7.503333333,7.043666667,6.875,2023
620,Masculino,2,-1,Ametista,5.0,6.2,8.4,6.8,7.52,7.503333333,7.043666667,7.083333333,2023
1127,Feminino,2,0,Topázio,10.0,6.9,9.9,8.5,5.02,9.01,8.3167,8.125,2023
1127,Feminino,2,0,Topázio,10.0,6.9,9.9,8.5,5.02,9.01,8.3167,8.125,2023
1128,Masculino,2,-1,Ágata,5.0,3.5,7.3,9.5,5.02,7.503333333,6.404533333,7.916666667,2023
1129,Masculino,2,0,Ametista,10.0,7.8,9.2,0.0,6.27,7.503333333,7.309333333,7.916666667,2023
1129,Masculino,2,0,Ametista,10.0,7.8,9.2,0.0,6.27,7.503333333,7.309333333,6.875,2023
1130,Masculino,2,0,Topázio,10.0,7.3,8.4,8.5,7.52,7.503333333,8.0037,7.708333333,2023
1130,Masculino,2,0,Topázio,10.0,7.3,8.4,8.5,7.52,7.503333333,8.0037,6.875,2023
1131,Feminino,2,-1,Topázio,5.0,9.1,9.9,7.9,5.02,9.286666667,8.316133333,8.75,2023
1131,Feminino,2,-1,Topázio,5.0,9.1,9.9,7.9,5.02,9.286666667,8.316133333,7.291666667,2023
1132,Masculino,2,-1,Ágata,5.0,5.8,6.3,10.0,6.27,7.503333333,6.829533333,7.916666667,2023
1133,Feminino,2,0,Topázio,10.0,6.5,10.0,9.5,6.27,9.343333333,8.600033333,8.541666667,2023
1133,Feminino,2,0,Topázio,10.0,6.5,10.0,9.5,6.27,9.343333333,8.600033333,8.125,2023
1134,Masculino,2,0,Ametista,10.0,6.8,9.7,8.0,3.76,7.56,7.769866667,7.916666667,2023
1134,Masculino,2,0,Ametista,10.0,6.8,9.7,8.0,3.76,7.56,7.769866667,7.708333333,2023
618,Masculino,2,-2,Ágata,5.0,6.2,9.2,0.0,5.02,7.95,6.4745,6.1145833334,2023
618,Masculino,2,-2,Ágata,5.0,6.2,9.2,0.0,5.02,7.95,6.4745,8.125,2023
618,Masculino,2,-2,Ágata,5.0,6.2,9.2,0.0,5.02,7.95,6.4745,6.666666667,2023
631,Masculino,2,-1,Quartzo,5.0,7.0,6.4,0.0,6.27,6.78,5.954666667,6.614583333400001,2023
631,Masculino,2,-1,Quartzo,5.0,7.0,6.4,0.0,6.27,6.78,5.954666667,7.916666667,2023
631,Masculino,2,-1,Quartzo,5.0,7.0,6.4,0.0,6.27,6.78,5.954666667,5.625,2023
646,Masculino,2,-1,Topázio,5.0,8.4,8.9,10.0,7.52,8.783333333,8.3547,8.4791666666,2023
646,Masculino,2,-1,Topázio,5.0,8.4,8.9,10.0,7.52,8.783333333,8.3547,8.958333333,2023
646,Masculino,2,-1,Topázio,5.0,8.4,8.9,10.0,7.52,8.783333333,8.3547,8.28125,2023
451,Feminino,2,-2,Topázio,5.0,8.9,9.5,8.5,4.39,9.896666667,8.386033333,7.3750000002,2023
451,Feminino,2,-2,Topázio,5.0,8.9,9.5,8.5,4.39,9.896666667,8.386033333,9.375,2023
1135,Masculino,2,0,Ametista,10.0,7.2,9.4,0.0,7.52,7.896666667,7.453833333,8.125,2023
649,Feminino,2,-1,Ametista,5.0,6.5,9.3,9.0,3.77,8.836666667,7.579533333,7.6875,2023
649,Feminino,2,-1,Ametista,5.0,6.5,9.3,9.0,3.77,8.836666667,7.579533333,8.75,2023
649,Feminino,2,-1,Ametista,5.0,6.5,9.3,9.0,3.77,8.836666667,7.579533333,8.333333333,2023
651,Feminino,2,0,Ametista,10.0,9.3,8.2,0.0,3.77,7.95,7.332,8.2291666666,2023
651,Feminino,2,0,Ametista,10.0,9.3,8.2,0.0,3.77,7.95,7.332,8.75,2023
651,Feminino,2,0,Ametista,10.0,9.3,8.2,0.0,3.77,7.95,7.332,8.541666667,2023
1136,Feminino,2,-1,Ágata,5.0,6.6,8.1,6.8,2.52,7.723333333,6.7351,8.333333333,2023
1136,Feminino,2,-1,Ágata,5.0,6.6,8.1,6.8,2.52,7.723333333,6.7351,7.5,2023
653,Feminino,2,-1,Ametista,5.0,7.9,9.8,0.0,6.27,9.06,7.385666667,7.96875,2023
653,Feminino,2,-1,Ametista,5.0,7.9,9.8,0.0,6.27,9.06,7.385666667,9.166666667,2023
653,Feminino,2,-1,Ametista,5.0,7.9,9.8,0.0,6.27,9.06,7.385666667,8.333333333,2023
456,Feminino,2,-1,Ametista,5.0,9.9,8.3,0.0,4.39,9.953333333,7.518,8.0729166666,2023
456,Feminino,2,-1,Ametista,5.0,9.9,8.3,0.0,4.39,9.953333333,7.518,9.583333333,2023
456,Feminino,2,-1,Ametista,5.0,9.9,8.3,0.0,4.39,9.953333333,7.518,9.166666667,2023
655,Feminino,2,-1,Topázio,5.0,8.3,9.9,7.4,7.52,8.896666667,8.3198,7.25,2023
655,Feminino,2,-1,Topázio,5.0,8.3,9.9,7.4,7.52,8.896666667,8.3198,9.166666667,2023
655,Feminino,2,-1,Topázio,5.0,8.3,9.9,7.4,7.52,8.896666667,8.3198,8.125,2023
656,Feminino,2,-1,Ágata,5.0,7.3,8.9,0.0,7.52,7.173333333,6.780833333,6.7916666668,2023
656,Feminino,2,-1,Ágata,5.0,7.3,8.9,0.0,7.52,7.173333333,6.780833333,8.541666667,2023
656,Feminino,2,-1,Ágata,5.0,7.3,8.9,0.0,7.52,7.173333333,6.780833333,7.5,2023
